"<div style=""text-align: left;"">LeetCode 75. 颜色分类</div>","<div style=""text-align: left;"">思路1：计数排序<br>- 时间复杂度：O(n)<br>- 空间复杂度：O(1)<br>- 思路：统计0、1、2的个数，然后重新填充数组<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    void sortColors(vector&lt;int&gt;&amp; nums) {<br>        int count0 = 0, count1 = 0, count2 = 0;<br>        for (int num : nums) {<br>            if (num == 0) count0++;<br>            else if (num == 1) count1++;<br>            else count2++;<br>        }<br>        <br>        int i = 0;<br>        while (count0--) nums[i++] = 0;<br>        while (count1--) nums[i++] = 1;<br>        while (count2--) nums[i++] = 2;<br>    }<br>};<br></code></pre><br><br>思路2：双指针（荷兰国旗问题）<br>- 时间复杂度：O(n)<br>- 空间复杂度：O(1)<br>- 思路：使用三个指针，将0移到左边，2移到右边<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    void sortColors(vector&lt;int&gt;&amp; nums) {<br>        int left = 0, right = nums.size() - 1;<br>        int curr = 0;<br>        <br>        while (curr &lt;= right) {<br>            if (nums[curr] == 0) {<br>                swap(nums[left++], nums[curr++]);<br>            } else if (nums[curr] == 2) {<br>                swap(nums[curr], nums[right--]);<br>            } else {<br>                curr++;<br>            }<br>        }<br>    }<br>};<br></code></pre></div>",数组-双指针
"<div style=""text-align: left;"">LeetCode 88. 合并两个有序数组</div>","<div style=""text-align: left;"">思路：从后往前合并<br>- 时间复杂度：O(m+n)<br>- 空间复杂度：O(1)<br>- 思路：从后往前填充，避免覆盖nums1中的元素<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    void merge(vector&lt;int&gt;&amp; nums1, int m, vector&lt;int&gt;&amp; nums2, int n) {<br>        int i = m - 1, j = n - 1, k = m + n - 1;<br>        <br>        while (i &gt;= 0 &amp;&amp; j &gt;= 0) {<br>            if (nums1[i] &gt; nums2[j]) {<br>                nums1[k--] = nums1[i--];<br>            } else {<br>                nums1[k--] = nums2[j--];<br>            }<br>        }<br>        <br>        while (j &gt;= 0) {<br>            nums1[k--] = nums2[j--];<br>        }<br>    }<br>};<br></code></pre></div>",数组-双指针
"<div style=""text-align: left;"">LeetCode 16. 最接近的三数之和</div>","<div style=""text-align: left;"">思路：排序+双指针<br>- 时间复杂度：O(n²)<br>- 空间复杂度：O(1)<br>- 思路：先排序，固定第一个数，用双指针找另外两个数<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    int threeSumClosest(vector&lt;int&gt;&amp; nums, int target) {<br>        sort(nums.begin(), nums.end());<br>        int closestSum = nums[0] + nums[1] + nums[2];<br>        <br>        for (int i = 0; i &lt; nums.size() - 2; i++) {<br>            int left = i + 1, right = nums.size() - 1;<br>            while (left &lt; right) {<br>                int sum = nums[i] + nums[left] + nums[right];<br>                if (abs(sum - target) &lt; abs(closestSum - target)) {<br>                    closestSum = sum;<br>                }<br>                if (sum &lt; target) left++;<br>                else if (sum &gt; target) right--;<br>                else return sum;<br>            }<br>        }<br>        <br>        return closestSum;<br>    }<br>};<br></code></pre></div>",数组-双指针
"<div style=""text-align: left;"">LeetCode 18. 四数之和</div>","<div style=""text-align: left;"">思路：排序+双指针<br>- 时间复杂度：O(n³)<br>- 空间复杂度：O(1)<br>- 思路：先排序，固定前两个数，用双指针找后两个数<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    vector&lt;vector&lt;int&gt;&gt; fourSum(vector&lt;int&gt;&amp; nums, int target) {<br>        vector&lt;vector&lt;int&gt;&gt; result;<br>        if (nums.size() &lt; 4) return result;<br>        <br>        sort(nums.begin(), nums.end());<br>        <br>        for (int i = 0; i &lt; nums.size() - 3; i++) {<br>            if (i &gt; 0 &amp;&amp; nums[i] == nums[i - 1]) continue;<br>            <br>            for (int j = i + 1; j &lt; nums.size() - 2; j++) {<br>                if (j &gt; i + 1 &amp;&amp; nums[j] == nums[j - 1]) continue;<br>                <br>                int left = j + 1, right = nums.size() - 1;<br>                while (left &lt; right) {<br>                    long long sum = (long long)nums[i] + nums[j] + nums[left] + nums[right];<br>                    if (sum == target) {<br>                        result.push_back({nums[i], nums[j], nums[left], nums[right]});<br>                        while (left &lt; right &amp;&amp; nums[left] == nums[left + 1]) left++;<br>                        while (left &lt; right &amp;&amp; nums[right] == nums[right - 1]) right--;<br>                        left++;<br>                        right--;<br>                    } else if (sum &lt; target) {<br>                        left++;<br>                    } else {<br>                        right--;<br>                    }<br>                }<br>            }<br>        }<br>        <br>        return result;<br>    }<br>};<br></code></pre></div>",数组-双指针
"<div style=""text-align: left;"">LeetCode 80. 删除有序数组中的重复项 II</div>","<div style=""text-align: left;"">思路：双指针<br>- 时间复杂度：O(n)<br>- 空间复杂度：O(1)<br>- 思路：使用快慢指针，允许每个元素最多出现两次<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    int removeDuplicates(vector&lt;int&gt;&amp; nums) {<br>        if (nums.size() &lt;= 2) return nums.size();<br>        <br>        int slow = 2;<br>        for (int fast = 2; fast &lt; nums.size(); fast++) {<br>            if (nums[fast] != nums[slow - 2]) {<br>                nums[slow++] = nums[fast];<br>            }<br>        }<br>        <br>        return slow;<br>    }<br>};<br></code></pre></div>",数组-双指针
"<div style=""text-align: left;"">LeetCode 1. 两数之和</div>","<div style=""text-align: left;"">思路1：暴力法<br>- 时间复杂度：O(n²)<br>- 空间复杂度：O(1)<br>- 思路：双重循环遍历所有可能的组合<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    vector&lt;int&gt; twoSum(vector&lt;int&gt;&amp; nums, int target) {<br>        int n = nums.size();<br>        for (int i = 0; i &lt; n; i++) {<br>            for (int j = i + 1; j &lt; n; j++) {<br>                if (nums[i] + nums[j] == target) {<br>                    return {i, j};<br>                }<br>            }<br>        }<br>        return {};<br>    }<br>};<br></code></pre><br><br>思路2：哈希表（一次遍历）<br>- 时间复杂度：O(n)<br>- 空间复杂度：O(n)<br>- 思路：使用哈希表存储已访问的元素值及其索引，在遍历时查找target-nums[i]是否在哈希表中<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    vector&lt;int&gt; twoSum(vector&lt;int&gt;&amp; nums, int target) {<br>        unordered_map&lt;int, int&gt; map;<br>        for (int i = 0; i &lt; nums.size(); i++) {<br>            int complement = target - nums[i];<br>            if (map.find(complement) != map.end()) {<br>                return {map[complement], i};<br>            }<br>            map[nums[i]] = i;<br>        }<br>        return {};<br>    }<br>};<br></code></pre></div>",数组-哈希表
"<div style=""text-align: left;"">LeetCode 41. 缺失的第一个正数</div>","<div style=""text-align: left;"">思路：原地哈希<br>- 时间复杂度：O(n)<br>- 空间复杂度：O(1)<br>- 思路：将数组本身作为哈希表，将数字i放到位置i-1<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    int firstMissingPositive(vector&lt;int&gt;&amp; nums) {<br>        int n = nums.size();<br>        <br>        // 将数字放到正确位置<br>        for (int i = 0; i &lt; n; i++) {<br>            while (nums[i] &gt; 0 &amp;&amp; nums[i] &lt;= n &amp;&amp; nums[nums[i] - 1] != nums[i]) {<br>                swap(nums[i], nums[nums[i] - 1]);<br>            }<br>        }<br>        <br>        // 找到第一个缺失的正数<br>        for (int i = 0; i &lt; n; i++) {<br>            if (nums[i] != i + 1) {<br>                return i + 1;<br>            }<br>        }<br>        <br>        return n + 1;<br>    }<br>};<br></code></pre></div>",数组-哈希表
"<div style=""text-align: left;"">LeetCode 66. 加一</div>","<div style=""text-align: left;"">思路：模拟加法<br>- 时间复杂度：O(n)<br>- 空间复杂度：O(1)<br>- 思路：从后往前遍历，处理进位<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    vector&lt;int&gt; plusOne(vector&lt;int&gt;&amp; digits) {<br>        for (int i = digits.size() - 1; i &gt;= 0; i--) {<br>            digits[i]++;<br>            if (digits[i] &lt; 10) {<br>                return digits;<br>            }<br>            digits[i] = 0;<br>        }<br>        <br>        // 如果所有位都是9，需要在前面加1<br>        digits.insert(digits.begin(), 1);<br>        return digits;<br>    }<br>};<br></code></pre></div>",数组-数学
"<div style=""text-align: left;"">LeetCode 31. 下一个排列</div>","<div style=""text-align: left;"">思路：两遍扫描<br>- 时间复杂度：O(n)<br>- 空间复杂度：O(1)<br>- 思路：从右往左找到第一个降序位置，然后交换并反转<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    void nextPermutation(vector&lt;int&gt;&amp; nums) {<br>        int i = nums.size() - 2;<br>        while (i &gt;= 0 &amp;&amp; nums[i] &gt;= nums[i + 1]) i--;<br>        <br>        if (i &gt;= 0) {<br>            int j = nums.size() - 1;<br>            while (j &gt; i &amp;&amp; nums[j] &lt;= nums[i]) j--;<br>            swap(nums[i], nums[j]);<br>        }<br>        <br>        reverse(nums.begin() + i + 1, nums.end());<br>    }<br>};<br></code></pre></div>",数组-数学
"<div style=""text-align: left;"">LeetCode 73. 矩阵置零</div>","<div style=""text-align: left;"">思路1：使用标记数组<br>- 时间复杂度：O(mn)<br>- 空间复杂度：O(m+n)<br>- 思路：使用两个数组记录哪些行和列需要置零<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    void setZeroes(vector&lt;vector&lt;int&gt;&gt;&amp; matrix) {<br>        int m = matrix.size();<br>        int n = matrix[0].size();<br>        vector&lt;bool&gt; rowZero(m, false);<br>        vector&lt;bool&gt; colZero(n, false);<br>        <br>        for (int i = 0; i &lt; m; i++) {<br>            for (int j = 0; j &lt; n; j++) {<br>                if (matrix[i][j] == 0) {<br>                    rowZero[i] = true;<br>                    colZero[j] = true;<br>                }<br>            }<br>        }<br>        <br>        for (int i = 0; i &lt; m; i++) {<br>            for (int j = 0; j &lt; n; j++) {<br>                if (rowZero[i] || colZero[j]) {<br>                    matrix[i][j] = 0;<br>                }<br>            }<br>        }<br>    }<br>};<br></code></pre><br><br>思路2：使用第一行和第一列作为标记（空间优化）<br>- 时间复杂度：O(mn)<br>- 空间复杂度：O(1)<br>- 思路：使用矩阵的第一行和第一列来标记需要置零的行和列<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    void setZeroes(vector&lt;vector&lt;int&gt;&gt;&amp; matrix) {<br>        int m = matrix.size();<br>        int n = matrix[0].size();<br>        bool firstRowZero = false, firstColZero = false;<br>        <br>        // 检查第一行和第一列是否有0<br>        for (int j = 0; j &lt; n; j++) {<br>            if (matrix[0][j] == 0) firstRowZero = true;<br>        }<br>        for (int i = 0; i &lt; m; i++) {<br>            if (matrix[i][0] == 0) firstColZero = true;<br>        }<br>        <br>        // 使用第一行和第一列作为标记<br>        for (int i = 1; i &lt; m; i++) {<br>            for (int j = 1; j &lt; n; j++) {<br>                if (matrix[i][j] == 0) {<br>                    matrix[i][0] = 0;<br>                    matrix[0][j] = 0;<br>                }<br>            }<br>        }<br>        <br>        // 根据标记置零<br>        for (int i = 1; i &lt; m; i++) {<br>            for (int j = 1; j &lt; n; j++) {<br>                if (matrix[i][0] == 0 || matrix[0][j] == 0) {<br>                    matrix[i][j] = 0;<br>                }<br>            }<br>        }<br>        <br>        // 处理第一行和第一列<br>        if (firstRowZero) {<br>            for (int j = 0; j &lt; n; j++) matrix[0][j] = 0;<br>        }<br>        if (firstColZero) {<br>            for (int i = 0; i &lt; m; i++) matrix[i][0] = 0;<br>        }<br>    }<br>};<br></code></pre></div>",数组-矩阵
"<div style=""text-align: left;"">LeetCode 48. 旋转图像</div>","<div style=""text-align: left;"">思路1：转置+反转<br>- 时间复杂度：O(n²)<br>- 空间复杂度：O(1)<br>- 思路：先转置矩阵，然后反转每一行<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    void rotate(vector&lt;vector&lt;int&gt;&gt;&amp; matrix) {<br>        int n = matrix.size();<br>        <br>        // 转置<br>        for (int i = 0; i &lt; n; i++) {<br>            for (int j = i; j &lt; n; j++) {<br>                swap(matrix[i][j], matrix[j][i]);<br>            }<br>        }<br>        <br>        // 反转每一行<br>        for (int i = 0; i &lt; n; i++) {<br>            reverse(matrix[i].begin(), matrix[i].end());<br>        }<br>    }<br>};<br></code></pre><br><br>思路2：原地旋转<br>- 时间复杂度：O(n²)<br>- 空间复杂度：O(1)<br>- 思路：一次旋转四个位置<br><br><pre><code style=""white-space: pre; font-family: monospace; text-align: left; display: block; background-color: #f5f5f5; padding: 10px; border-radius: 4px; overflow-x: auto;"">class Solution {<br>public:<br>    void rotate(vector&lt;vector&lt;int&gt;&gt;&amp; matrix) {<br>        int n = matrix.size();<br>        for (int i = 0; i &lt; (n + 1) / 2; i++) {<br>            for (int j = 0; j &lt; n / 2; j++) {<br>                int temp = matrix[i][j];<br>                matrix[i][j] = matrix[n - 1 - j][i];<br>                matrix[n - 1 - j][i] = matrix[n - 1 - i][n - 1 - j];<br>                matrix[n - 1 - i][n - 1 - j] = matrix[j][n - 1 - i];<br>                matrix[j][n - 1 - i] = temp;<br>            }<br>        }<br>    }<br>};<br></code></pre></div>",数组-矩阵
